idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
1549;0;techno-economic;OM Cost|Fixed|Liquids|Oil;US$2010/kW/yr;Tech|Liquids|Fossil|Oil|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new oil refining plant. If more than one refinery technology is modelled, modellers should report fixed O&M costs for each represented refinery technology by adding variables OM Cost|Fixed|Liquids|Oil|2, ... OM Cost|Fixed|Liquids|Oil|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1550;1;Trade;Export|Agriculture;billion US$2010/yr;;;;;;export of agricultural commodities measured in monetary units.;
1551;1;Trade;Export|Energy;billion US$2010/yr;;;;;;export of energy commodities measured in monetary units.;
1552;1;Trade;Export|Industry;billion US$2010/yr;;;;;;export of industrial (non-energy) commodities measured in monetary units.;
1553;1;Trade;Import|Agriculture;billion US$2010/yr;;;;;;import of agricultural commodities measured in monetary units.;
1554;1;Trade;Import|Energy;billion US$2010/yr;;;;;;import of energy commodities measured in monetary units.;
1555;1;Trade;Import|Industry;billion US$2010/yr;;;;;;import of industrial (non-energy) commodities measured in monetary units.;
1556;2;trade;Trade;billion US$2010/yr;Trade|Goods;billion US$2017/yr;0.9096;;;net exports of all goods, at the global level these should add up to the trade losses only;R
1557;2;Trade;Export|Industry|Iron and Steel;billion US$2010/yr;;;;;;Export of iron & steel measured in monetary units;
1558;2;Trade;Export|Industry|Iron and Steel|Primary;billion US$2010/yr;;;;;;Export of primary steel measured in monetary units;
1559;2;Trade;Export|Industry|Iron and Steel|Secondary;billion US$2010/yr;;;;;;Export of secondary steel measured in monetary units;
1560;2;Trade;Export|Industry|Non-Ferrous Metals|Aluminum;billion US$2010/yr;;;;;;Export of aluminium measured in monetary units;
1561;2;Trade;Export|Industry|Non-Ferrous Metals;billion US$2010/yr;;;;;;Export of non-ferrous metals measured in monetary units;
1562;2;Trade;Export|Industry|Chemicals;billion US$2010/yr;;;;;;Export of chemicals measured in monetary units;
1563;2;Trade;Export|Industry|Chemicals|High Value Chemicals;billion US$2010/yr;;;;;;Export of high value chemicals measured in monetary units;
1564;2;Trade;Export|Industry|Chemicals|Plastics;billion US$2010/yr;;;;;;Export of plastics measured in monetary units;
1565;2;Trade;Export|Industry|Non-Metallic Minerals;billion US$2010/yr;;;;;;Export of non-metallic minerals measured in monetary units;
1566;2;Trade;Export|Industry|Non-Metallic Minerals|Cement;billion US$2010/yr;;;;;;Export of cement measured in monetary units;
1567;2;Trade;Export|Other;billion US$2010/yr;;;;;;export of other commodities measured in monetary units (please provide a definition of the sources in this category in the 'comments' tab).;
1568;2;Trade;Import|Industry|Non-Metallic Minerals|Cement;billion US$2010/yr;;;;;;Import of cement measured in monetary units;
1569;2;Trade;Import|Industry|Iron and Steel;billion US$2010/yr;;;;;;Import of iron & steel measured in monetary units;
1570;2;Trade;Import|Industry|Iron and Steel|Primary Steel;billion US$2010/yr;;;;;;Import of primary steel measured in monetary units;
1571;2;Trade;Import|Industry|Iron and Steel|Secondary Steel;billion US$2010/yr;;;;;;Import of secondary steel measured in monetary units;
1572;2;Trade;Import|Industry|Non-Ferrous Metals|Aluminum;billion US$2010/yr;;;;;;Import of aluminium measured in monetary units;
1573;2;Trade;Import|Industry|Non-Ferrous Metals;billion US$2010/yr;;;;;;Import of non-ferrous metals measured in monetary units;
1574;2;Trade;Import|Industry|Chemicals|High Value Chemicals;billion US$2010/yr;;;;;;Import of high value chemicals measured in monetary units;
1575;2;Trade;Import|Industry|Chemicals|Plastics;billion US$2010/yr;;;;;;Import of plastics measured in monetary units;
1576;2;Trade;Import|Industry|Non-Metallic Minerals;billion US$2010/yr;;;;;;Import of non-metallic minerals measured in monetary units;
1577;2;Trade;Import|Industry|Pulp and Paper;billion US$2010/yr;;;;;;Import of pulp and paper measured in monetary units;
1578;2;Trade;Import|Industry|Other Sector;billion US$2010/yr;;;;;;Import of other industry products measured in monetary units;
1579;2;Trade;Import|Other;billion US$2010/yr;;;;;;import of other commodities measured in monetary units (please provide a definition of the sources in this category in the 'comments' tab).;
1580;1;water;Water Consumption;km3/yr;;;;;;total water consumption;
1581;1;water;Water Consumption|Industrial Water;km3/yr;;;;;;water consumption for the industrial sector;
1582;1;water;Water Consumption|Municipal Water;km3/yr;;;;;;water consumption for the municipal sector (e.g., houses, offices, municipal irrigation);
1583;1;water;Water Withdrawal;km3/yr;;;;;;total water withdrawal;
1584;1;water;Water Withdrawal|Industrial Water;km3/yr;;;;;;water withdrawals for the industrial sector (manufacturing sector if also reporting energy sector water use);
1585;1;water;Water Withdrawal|Municipal Water;km3/yr;;;;;;water withdrawals for the municial sector (e.g., houses, offices, municipal irrigation);
1586;2;water;Freshwater|Environmental Flow;km3/yr;;;;;;water allocated to environmental flow in rivers and groundwater systems;
1587;2;water;Population|Drinking Water Access;million;;;;;;Population with access to improved drinking water sources (by income level);
1588;2;water;Population|Sanitation Access;million;;;;;;Population with access to improved sanitation (by income level);
1589;2;water;Water Desalination;km3/yr;;;;;;desalination water;
1590;2;water;Water Extraction|Brackish Water;km3/yr;;;;;;water extracted from brackish groundwater resources;
1591;2;water;Water Extraction|Groundwater;km3/yr;;;;;;water extracted from groundwater resources;
1592;2;water;Water Extraction|Seawater;km3/yr;;;;;;water extracted from ocean and seawater resources (including tidal zones);
1593;2;water;Water Extraction|Surface Water;km3/yr;;;;;;water extracted from surface water resources (rivers, lakes ...);
1594;2;water;Water Resource|Brackish Water;km3;;;;;;anticipated volume of exploitable brackish groundwater resources;
1595;2;water;Water Resource|Groundwater;km3;;;;;;anticipated volume of exploitable groundwater resources;
1596;2;water;Water Resource|Surface Water;km3;;;;;;anticipated volume of exploitable surface water resources;
1597;2;water;Water Transfer;km3/yr;;;;;;water imported/exported using conveyance infrastructure;
1598;1;water (agriculture);Water Consumption|Irrigation;km3/yr;;;;;;water consumption for the irrigation;
1599;1;water (agriculture);Water Consumption|Livestock;km3/yr;;;;;;water consumption for livestock;
1600;1;water (agriculture);Water Withdrawal|Irrigation;km3/yr;SDG|SDG06|Agricultural water use;km3/yr;;;;water withdrawal for irrigation;M
1601;1;water (agriculture);Water Withdrawal|Livestock;km3/yr;;;;;;water withdrawals for livestock;
1602;2;water (agriculture);Improvement|Efficiency|Irrigation;%/yr;;;;;;improvements in irrigation water use efficiency per year;
1603;2;water (agriculture);Land Cover|Cropland|Double-cropped;million ha;;;;;;area of land that is double-cropped (twice in a year);
1604;2;water (agriculture);Land Cover|Cropland|Rainfed;million ha;Resources|Land Cover|Cropland|Croparea|Crops|rainfed;million ha;;;;area of land that is rain-fed;M
1604;2;water (agriculture);Land Cover|Cropland|Rainfed;million ha;Resources|Land Cover|Cropland|Croparea|Forage|rainfed;million ha;;;;area of land that is rain-fed;M
1604;2;water (agriculture);Land Cover|Cropland|Rainfed;million ha;Resources|Land Cover|Cropland|Croparea|Bioenergy crops|rainfed;million ha;;;;area of land that is rain-fed;M
1605;2;water (agriculture);Land Cover|Water Ecosystems|Forests;million ha;;;;;;Land-use coverage of water-related ecosystem: forests;
1606;2;water (agriculture);Land Cover|Water Ecosystems|Glaciers;million ha;;;;;;Land-use coverage of water-related ecosystem: glaciers;
1607;2;water (agriculture);Land Cover|Water Ecosystems|Lakes;million ha;;;;;;Land-use coverage of water-related ecosystem: lakes;
1608;2;water (agriculture);Land Cover|Water Ecosystems|Mountains;million ha;;;;;;Land-use coverage of water-related ecosystem: mountains;
1609;2;water (agriculture);Land Cover|Water Ecosystems|Wetlands;million ha;Resources|Peatland;million ha;;;;Land-use coverage of water-related ecosystem: wetlands;M
1610;2;water (agriculture);Land Cover|Water Ecosystems|Wetlands|Peatlands|Intact;million ha;Resources|Peatland|+|Intact;million ha;;;;Land-use coverage of water-related ecosystem: wetlands with organic soils: intact peatland area;M
1611;2;water (agriculture);Land Cover|Water Ecosystems|Wetlands|Peatlands|Drained;million ha;Resources|Peatland|+|Degraded;million ha;;;;Land-use coverage of water-related ecosystem: wetlands with organic soils: drained or degraded peatland area;M
1612;2;water (agriculture);Land Cover|Water Ecosystems|Wetlands|Peatlands|Rewetted;million ha;Resources|Peatland|+|Rewetted;million ha;;;;Land-use coverage of water-related ecosystem: wetlands with organic soils: rewetted or restored peatland area;M
1613;1;water (energy);Water Consumption|Electricity;km3/yr;Water Consumption|Electricity;km3/yr;;;;total water consumption for net electricity production;Rx
1614;1;water (energy);Water Consumption|Electricity|Biomass;km3/yr;Water Consumption|Electricity|Biomass;km3/yr;;;;water consumption for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas;Rx
1615;1;water (energy);Water Consumption|Electricity|Biomass|w/ CCS;km3/yr;Water Consumption|Electricity|Biomass|w/ CCS;km3/yr;;;;water consumption for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with a CO2 capture component;Rx
1616;1;water (energy);Water Consumption|Electricity|Biomass|w/o CCS;km3/yr;Water Consumption|Electricity|Biomass|w/o CCS;km3/yr;;;;water consumption for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with freely vented CO2 emissions;Rx
1617;1;water (energy);Water Consumption|Electricity|Coal;km3/yr;Water Consumption|Electricity|Coal;km3/yr;;;;water consumption for net electricity production from coal;Rx
1618;1;water (energy);Water Consumption|Electricity|Coal|w/ CCS;km3/yr;Water Consumption|Electricity|Coal|w/ CCS;km3/yr;;;;water consumption for net electricity production from coal with a CO2 capture component;Rx
1619;1;water (energy);Water Consumption|Electricity|Coal|w/o CCS;km3/yr;Water Consumption|Electricity|Coal|w/o CCS;km3/yr;;;;water consumption for net electricity production from coal with freely vented CO2 emissions;Rx
1620;1;water (energy);Water Consumption|Electricity|Cooling Pond;km3/yr;Water Consumption|Electricity|Cooling Pond;km3/yr;;;;water consumption for net electricity production using pond cooling;Rx
1621;1;water (energy);Water Consumption|Electricity|Dry Cooling;km3/yr;Water Consumption|Electricity|Dry Cooling;km3/yr;;;;water consumption for net electricity production using dry cooling;Rx
1622;1;water (energy);Water Consumption|Electricity|Fossil;km3/yr;Water Consumption|Electricity|Fossil;km3/yr;;;;water consumption for net electricity production from coal, gas, conventional and unconventional oil;Rx
1623;1;water (energy);Water Consumption|Electricity|Fossil|w/ CCS;km3/yr;Water Consumption|Electricity|Fossil|w/ CCS;km3/yr;;;;water consumption for net electricity production from coal, gas, conventional and unconventional oil used in combination with CCS;Rx
1624;1;water (energy);Water Consumption|Electricity|Fossil|w/o CCS;km3/yr;Water Consumption|Electricity|Fossil|w/o CCS;km3/yr;;;;water consumption for net electricity production from coal, gas, conventional and unconventional oil without CCS;Rx
1625;1;water (energy);Water Consumption|Electricity|Gas;km3/yr;Water Consumption|Electricity|Gas;km3/yr;;;;water consumption for net electricity production from natural gas;Rx
1626;1;water (energy);Water Consumption|Electricity|Gas|w/ CCS;km3/yr;Water Consumption|Electricity|Gas|w/ CCS;km3/yr;;;;water consumption for net electricity production from natural gas with a CO2 capture component;Rx
1627;1;water (energy);Water Consumption|Electricity|Gas|w/o CCS;km3/yr;Water Consumption|Electricity|Gas|w/o CCS;km3/yr;;;;water consumption for net electricity production from natural gas with freely vented CO2 emissions;Rx
1628;1;water (energy);Water Consumption|Electricity|Geothermal;km3/yr;Water Consumption|Electricity|Geothermal;km3/yr;;;;water consumption for net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems);Rx
