variable;unit;tier;description;comment;weight;piam_variable;piam_unit;piam_factor;internal_comment;source;interpolation
Price|Final Energy|Industry|Non-Ferrous Metals|Aluminum|Solids|Biomass;USD_2010/GJ;3;Price for solid biomass (e.g., commercial charcoal, wood chips, wood pellets), not including traditional bioenergy in the aluminum including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Aluminum|Solids|Biomass;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Aluminum|Solids|Coal;USD_2010/GJ;3;Price for coal, lignite, and derived products (e.g., coke, briquettes) in the aluminum including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Aluminum|Solids|Coal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Electricity;USD_2010/GJ;3;Electricity price including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Electricity;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases;USD_2010/GJ;3;Price for gaseous fuels including natural gas and biogas, not including hydrogen in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Biomass;USD_2010/GJ;4;Price for gaseous fuels from biogenic sources, mainly biogas in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Biomass;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Coal;USD_2010/GJ;4;Price for gaseous fuels from fossil coal gasification in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Coal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Electricity;USD_2010/GJ;4;Price for gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product) in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Electricity;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Fossil;USD_2010/GJ;4;Price for gaseous fuels from fossil fuels including natural gas and coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Fossil;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Gas;USD_2010/GJ;4;Price for fossil methane ('natural gas') in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Gas;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Hydrogen;USD_2010/GJ;4;Price for gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Hydrogen;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Other;USD_2010/GJ;4;Price for gaseous fuels from sources that do not fit any other category in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Gases|Other;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat;USD_2010/GJ;3;Price for centralized heat in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Biomass;USD_2010/GJ;4;Price for centralized heat from biomass, including biogas in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Biomass;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Coal;USD_2010/GJ;4;Price for centralized heat from coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Coal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Electricity;USD_2010/GJ;4;Price for centralized heat from electricity in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Electricity;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Fossil;USD_2010/GJ;4;Price for centralized heat from fossil fuels including natural gas, oil and coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Fossil;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Gas;USD_2010/GJ;4;Price for centralized heat from fossil methane ('natural gas') in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Gas;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Geothermal;USD_2010/GJ;4;Price for centralized heat from geothermal energy excluding ground-source heat pumps in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Geothermal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Hydrogen;USD_2010/GJ;4;Price for centralized heat from hydrogen in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Hydrogen;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Nuclear;USD_2010/GJ;4;Price for centralized heat from nuclear energy in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Nuclear;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Oil;USD_2010/GJ;4;Price for centralized heat from refined crude oil in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Oil;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Other;USD_2010/GJ;4;Price for centralized heat from sources that do not fit any other category in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Other;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Solar;USD_2010/GJ;4;Price for centralized heat from solar energy in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Heat|Solar;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen;USD_2010/GJ;3;Price for hydrogen in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Biomass;USD_2010/GJ;4;Price for hydrogen generated from biomass in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Biomass;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Coal;USD_2010/GJ;4;Price for hydrogen from coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Coal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Electricity;USD_2010/GJ;4;Price for hydrogen from electrolysis in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Electricity;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Fossil;USD_2010/GJ;4;Price for hydrogen from fossil fuels including natural gas, oil and coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Fossil;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Gas;USD_2010/GJ;4;Price for hydrogen from fossil methane ('natural gas') in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Gas;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Nuclear;USD_2010/GJ;4;Price for hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat) in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Nuclear;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Oil;USD_2010/GJ;4;Price for hydrogen from refined crude oil in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Oil;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Other;USD_2010/GJ;4;Price for hydrogen from other sources in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Other;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Solar;USD_2010/GJ;4;Price for hydrogen from solar energy (e.g. thermochemical water splitting with solar heat) in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Hydrogen|Solar;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids;USD_2010/GJ;3;Price for refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Biomass;USD_2010/GJ;4;Price for liquid fuels from biomass in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Biomass;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Coal;USD_2010/GJ;4;Price for liquid fuels from coal in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Coal;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Electricity;USD_2010/GJ;4;Price for liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product) in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Electricity;;;;;;
Price|Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Fossil;USD_2010/GJ;4;Price for liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil in the copper including transmission and distribution costs, including carbon prices but not including other taxes;;Final Energy|Industry|Non-Ferrous Metals|Copper|Liquids|Fossil;;;;;;
